Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6413294cf99066723b054360,5f00b3ba50b6780628d9baf3,AWAITING REVIEW,2023-03-16T14:35:59.966000Z,2023-03-16T14:39:24.322000Z,,2023-03-16T14:39:26.215272Z,205,5A34BA6B,493,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6413294d7a0241759fb2167d,5a9e9fc46219a30001f54994,AWAITING REVIEW,2023-03-16T14:36:01.257000Z,2023-03-16T14:39:54.147000Z,,2023-03-16T14:39:54.534064Z,233,5A34BA6B,1561,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6413294da0d5e5e581715368,5fbf94f2891c55203896f7dc,AWAITING REVIEW,2023-03-16T14:36:00.399000Z,2023-03-16T14:39:28.098000Z,,2023-03-16T14:39:29.039206Z,208,5A34BA6B,980,43,Male,Asian,Pakistan,United Kingdom,United Kingdom,Urdu,No,Full-Time
6413294e7ef0194ab7fbb1be,582f8bbd4cadc80001b0fbd3,AWAITING REVIEW,2023-03-16T14:36:06.546000Z,2023-03-16T14:43:19.771000Z,,2023-03-16T14:43:20.336276Z,434,5A34BA6B,1616,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6413294f5498f2f4ce3d12bd,5a94d2e989de8200013ecab6,AWAITING REVIEW,2023-03-16T14:36:22.800000Z,2023-03-16T14:39:36.984000Z,,2023-03-16T14:39:37.519747Z,195,5A34BA6B,1786,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64132950d57b045c11fb9838,62acb50a3ea0ad248bad26c7,AWAITING REVIEW,2023-03-16T14:36:03.277000Z,2023-03-16T14:40:13.978000Z,,2023-03-16T14:40:14.461008Z,251,5A34BA6B,297,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64132951426df793fe422776,5755c957eb80c4000741a9ce,AWAITING REVIEW,2023-03-16T14:36:01.412000Z,2023-03-16T14:39:00.601000Z,,2023-03-16T14:39:01.020232Z,180,5A34BA6B,2772,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
641329517d7c90de072ba405,63d92bc32dcd36bb091bbd22,AWAITING REVIEW,2023-03-16T14:36:27.109000Z,2023-03-16T14:41:35.878000Z,,2023-03-16T14:41:36.276430Z,309,5A34BA6B,64,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64132951baccd3a2ac4e53c7,5b88002a7bb9e90001f0703f,AWAITING REVIEW,2023-03-16T14:36:04.313000Z,2023-03-16T14:38:06.007000Z,,2023-03-16T14:38:06.486331Z,122,5A34BA6B,1182,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6413295220a44795b59efdc8,5f0f7fe1d7ad1c000b42d091,AWAITING REVIEW,2023-03-16T14:36:04.881000Z,2023-03-16T14:38:41.358000Z,,2023-03-16T14:38:41.801303Z,157,5A34BA6B,1099,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6413295263af3f614da119b3,573a34f614f69e000d7d670f,AWAITING REVIEW,2023-03-16T14:36:06.823000Z,2023-03-16T14:40:00.220000Z,,2023-03-16T14:40:00.614808Z,234,5A34BA6B,1638,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64132952711815a3261f7325,59f3a778b47dfc0001b65cf9,AWAITING REVIEW,2023-03-16T14:36:06.409000Z,2023-03-16T14:50:16.670000Z,,2023-03-16T14:50:17.071036Z,851,5A34BA6B,1419,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64132952be424256daf4897c,5e5a97eb8bca2328a1d73434,AWAITING REVIEW,2023-03-16T14:36:05.370000Z,2023-03-16T14:39:00.405000Z,,2023-03-16T14:39:00.854135Z,176,5A34BA6B,343,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64132952f96657f0582ba486,5c48f116c41b2a000183e340,AWAITING REVIEW,2023-03-16T14:36:05.754000Z,2023-03-16T14:40:27.535000Z,,2023-03-16T14:40:27.974744Z,262,5A34BA6B,1278,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6413295397e428d85c2ba43e,63ee09a8b6db0d49e7c72de4,AWAITING REVIEW,2023-03-16T14:36:27.496000Z,2023-03-16T14:40:40.672000Z,,2023-03-16T14:40:41.054901Z,254,5A34BA6B,56,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64132954f8e049ecdce26c45,5eb930c8934ff2000879df8f,AWAITING REVIEW,2023-03-16T14:36:06.377000Z,2023-03-16T14:38:59.921000Z,,2023-03-16T14:39:00.457431Z,174,5A34BA6B,14,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
