StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,Q1...42,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,BCTI_autism,BCTI_polio,BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1...63,education,comments,PROLIFIC_PID,Submission id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,gender,duration_mins,id,BCTI_avg,CMQ_avg,subject,knowledge,acceptance
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,antibiotics,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,continents,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,sex,FALSE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,lasers,FALSE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,orbit,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,diamonds,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,speed,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,salt,TRUE,Yes
2024-03-05T18:12:22Z,2024-03-05T18:15:15Z,IP Address,204.15.26.160,100,172,True,2024-03-05 18:15:16,R_3EZ6MVqIunTacY9,NA,NA,NA,NA,43.0812,-89.3845,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,60,50,30,70,60,6,NA,2,1,3,2,1,1,1,1,5,1,4,4,5,NA,Some College,NA,65cf88a1a3887a237da61f94,65e752706942132c9d6dbffc,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:20Z,2024-03-05T17:15:17Z,NA,2024-03-05T17:15:18Z,177,C232A6J3,210,22,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),male,2.8833333333333333,3,1.8,54,water,TRUE,Yes
2024-03-05T18:12:56Z,2024-03-05T18:15:18Z,IP Address,98.233.89.114,100,141,True,2024-03-05 18:15:18,R_3iycVvsQyqEBb7E,NA,NA,NA,NA,39.068,-76.9933,anonymous,EN,I give my informed consent to participate in this study.,Never 1,NA,100,100,100,100,100,9,NA,5,9,9,9,1,9,9,9,9,1,1,1,1,NA,Some College,NA,607778a26ff3de83125f50c5,65e7527fe00c66aba58ff8eb,AWAITING REVIEW,Not Applicable,2024-03-05T17:12:55Z,2024-03-05T17:15:20Z,NA,2024-03-05T17:15:21Z,146,C232A6J3,2513,37,Male,Asian,India,United States,United States,English,No,Part-Time,male,2.3666666666666667,4,7,100,antibiotics,TRUE,Yes
